,Company,Experience,Link,Location,Skills,Title
613,Varite India Pvt. Ltd.,2-3 yrs,https://www.naukri.com/job-listings-Finance-data-Analyst-2-3-year-Bangalore-Flexible-for-Shift-Varite-India-Pvt-Ltd-Bengaluru-2-to-3-years-140619006413?src=jobsearchDesk&sid=15614536234655&xp=22&px=13,Bengaluru,"Data analyst -Finance, Finance -Reporting analyst, Variance analysis...",Finance-data Analyst : 2-3 year : Bangalore: Flexible for Shift
614,Wow Jobs (Wow Softech Pvt. Ltd),2-5 yrs,https://www.naukri.com/job-listings-Data-Analyst-Tableau-SQL-and-R-Gateway-Wow-Jobs-Wow-Softech-Pvt-Ltd-Gurgaon-2-to-5-years-140619006226?src=jobsearchDesk&sid=15614536234655&xp=23&px=13,Gurgaon,"SQL, Excel, Tableau, Macros, Data Analysis, Dashboards, R, Views, Reporting...","Data Analyst || Tableau , SQL and R || Payment Gateway"
615,Sapwood Ventures Pvt. Ltd.,6-11 yrs,https://www.naukri.com/job-listings-Data-Analyst-Hyderabad-Sapwood-Ventures-Pvt-Ltd-Hyderabad-6-to-11-years-140519004982?src=jobsearchDesk&sid=15614536234655&xp=24&px=13,Hyderabad,"data analysis, analytics, data analytics","Data Analyst, Hyderabad"
616,Careernet Technologies Pvt Ltd,2-7 yrs,https://www.naukri.com/job-listings-Data-Analyst-Careernet-Technologies-Pvt-Ltd-Bengaluru-2-to-7-years-130619006282?src=jobsearchDesk&sid=15614536234655&xp=25&px=13,Bengaluru,"SQL, Tableau, VBA, Excel, Data Visualization, Performance Tuning, Reporting...",Data Analyst
617,aasaanjobs private limited,1-2 yrs,https://www.naukri.com/job-listings-Mumbai-data-Analyst-6-Months-exp-in-data-Analyst-and-MIS-Sal-25K-aasaanjobs-private-limited-Mumbai-Suburbs-Navi-Mumbai-Mumbai-1-to-2-years-130619001236?src=jobsearchDesk&sid=15614536234655&xp=26&px=13,"Mumbai Suburbs, Navi Mumbai, Mumbai","Email Marketing, Lead Management, Data Quality, Database Maintenance...",Mumbai|data Analyst| 6 Months exp in data Analyst and MIS| Sal 25K
618,CARS24 SERVICES PRIVATE LIMITED,1-4 yrs,https://www.naukri.com/job-listings-MIS-Analyst-CARS24-SERVICES-PRIVATE-LIMITED-Gurgaon-1-to-4-years-110619001554?src=jobsearchDesk&sid=15614536234655&xp=27&px=13,Gurgaon,"SQL Queries, Excel, Data Analytics, Sales, Data Mining, Business Reporting,...",MIS Analyst
619,Collabera Technologies Private Limited,3-6 yrs,https://www.naukri.com/job-listings-Data-Analyst-Collabera-Technologies-Private-Limited-Bengaluru-4th-Phase-JP-Nagar-3-to-6-years-100619001276?src=jobsearchDesk&sid=15614536234655&xp=28&px=13,Bengaluru(4th Phase JP Nagar),"Data Governance, data quality, analyst",Data Analyst
620,Ad Astra Consultants Private Limited.,3-6 yrs,https://www.naukri.com/job-listings-Data-Analyst-with-R-Ad-Astra-Consultants-Private-Limited-Delhi-3-to-6-years-090519005837?src=jobsearchDesk&sid=15614536234655&xp=29&px=13,Delhi,"Data Analysis, Data Analytics, R",Data Analyst with R
621,Careernet Technologies Pvt Ltd,2-5 yrs,https://www.naukri.com/job-listings-Business-Analyst-data-Quality-data-Governence-Careernet-Technologies-Pvt-Ltd-Bengaluru-2-to-5-years-080519007733?src=jobsearchDesk&sid=15614536234655&xp=30&px=13,Bengaluru,"data quality, data management, data governance, information management...",Business Analyst/data Quality/data Governence
622,Collabera Technologies Private Limited,2-7 yrs,https://www.naukri.com/job-listings-Urgent-Requirment-for-Data-Analyst-dwh-sql-Collabera-Technologies-Private-Limited-Gurgaon-2-to-7-years-080419009051?src=jobsearchDesk&sid=15614536234655&xp=31&px=13,Gurgaon,"T - SQL, Views, Triggers, Business Intelligence, Excel, Business Analytics,...",Urgent Requirment for Data Analyst (dwh+sql)
623,Larsen & Toubro Infotech Limited,6-11 yrs,https://www.naukri.com/job-listings-Business-Analyst-Retail-Banking-6-12-Years-Larsen-Toubro-Infotech-Limited-Chennai-6-to-11-years-140619006451?src=jobsearchDesk&sid=15614536234655&xp=32&px=13,Chennai,"business analysis, frd, brd, credit risk, basel, basel ii, basel iii, ccar,...",Business Analyst Retail Banking (6- 12 Years)
624,Pathways Marketing  Consulting Group,3-5 yrs,https://www.naukri.com/job-listings-Business-Analyst-ecommerce-Background-Pathways-Marketing-Consulting-Group-Delhi-NCR-Badli-3-to-5-years-050918001663?src=jobsearchDesk&sid=15614536234655&xp=33&px=13,Delhi NCR(Badli),"Business Reporting, Data Analysis, MIS Reporting",Business Analyst-ecommerce Background
625,RoundPay Technomedia OPC Private Limited,0-2 yrs,https://www.naukri.com/job-listings-MIS-Executive-RoundPay-Technomedia-OPC-Private-Limited-Lucknow-0-to-2-years-280519004197?src=jobsearchDesk&sid=15614536234655&xp=34&px=13,Lucknow,"Formulas, Advanced Excel, Pivot Table, VLOOKUP, MIS, Data Analysis...",MIS Executive
626,Unimay Electronic Pvt. Ltd. (Vivo India),0-5 yrs,https://www.naukri.com/job-listings-MIS-Executive-Unimay-Electronic-Pvt-Ltd-Vivo-India-Nagpur-0-to-5-years-190619000560?src=jobsearchDesk&sid=15614536234655&xp=35&px=13,Nagpur,"Conditional Formatting, Pivot Table, Advanced Excel, Formulas, Charts, Data...",MIS Executive
627,Aakash Educational services Ltd,5-8 yrs,https://www.naukri.com/job-listings-Assistant-Manager-Mis-Analyst-Aakash-Educational-services-Ltd-Delhi-NCR-Karol-Bagh-5-to-8-years-180619003751?src=jobsearchDesk&sid=15614536234655&xp=36&px=13,Delhi NCR(Karol Bagh),"mis, Excel, Analytics, VBN, data analytics, MIS Reporting",Assistant Manager- Mis Analyst
628,Decision Point,2-4 yrs,https://www.naukri.com/job-listings-Senior-Business-Analyst-Decision-Point-Gurgaon-2-to-4-years-050219901864?src=jobsearchDesk&sid=15614536234655&xp=37&px=13,Gurgaon,"excel powerpoint, analytics, business analysis, data management...",Senior Business Analyst
629,Klinicapp,3-6 yrs,https://www.naukri.com/job-listings-MIS-Executive-Klinicapp-Gurgaon-3-to-6-years-040519000587?src=jobsearchDesk&sid=15614536234655&xp=38&px=13,Gurgaon,"advanced excel, data analysis, vba, data mining, mis, dashboards...",MIS Executive
630,Synigence Business Solution Pvt Ltd,1-3 yrs,https://www.naukri.com/job-listings-Healthcare-Document-KPO-Analysts-for-Leading-US-Client-Synigence-Business-Solution-Pvt-Ltd-Delhi-NCR-1-to-3-years-270319004779?src=jobsearchDesk&sid=15614536234655&xp=39&px=13,Delhi NCR,"Health Insurance, US Healthcare, Medical Records, Document Review, Document...",Healthcare Document KPO Analysts for Leading US Client
631,Beyond Infinity Consultancy,3-5 yrs,https://www.naukri.com/job-listings-Investment-Banking-Analyst-Required-in-Canada-and-Hong-Kong-Beyond-Infinity-Consultancy-Canada-Hong-Kong-3-to-5-years-270319004177?src=jobsearchDesk&sid=15614536234655&xp=40&px=13,"Canada, Hong Kong","Equity Derivatives, Reference Data, Investment Banking, Reconciliation...",Investment Banking Analyst Required in Canada and Hong Kong
632,MakeMyTrip,2-5 yrs,https://www.naukri.com/job-listings-Fraud-Analyst-MakeMyTrip-Gurgaon-2-to-5-years-250718002540?src=jobsearchDesk&sid=15614536234655&xp=41&px=13,Gurgaon,"risk control, fraud analyst, data mining, cybersource, Chargeback",Fraud Analyst
633,CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,2-7 yrs,https://www.naukri.com/job-listings-Analyst-senior-Analyst-AM-Guidelines-Bangalore-2-7years-CRESCENDO-GLOBAL-LEADERSHIP-HIRING-INDIA-PRIVATE-L-IMITED-Bengaluru-2-to-7-years-220619002442?src=jobsearchDesk&sid=15614536234655&xp=42&px=13,Bengaluru,"Finance, Portfolio Analysis, Data Analytics, Reference Data...",Analyst/senior Analyst - AM Guidelines - Bangalore (2-7years)
634,Huquo Consulting Pvt. Ltd,1-2 yrs,https://www.naukri.com/job-listings-Business-Analyst-Credit-Risk-Analytics-KPO-Huquo-Consulting-Pvt-Ltd-Delhi-NCR-Bengaluru-Gurgaon-1-to-2-years-210619900467?src=jobsearchDesk&sid=15614536234655&xp=43&px=13,"Delhi NCR, Bengaluru, Gurgaon","Credit Risk, Risk Analytics, Analytics, Data Analytics, SAS",Business Analyst - Credit Risk Analytics - KPO
635,Huquo Consulting Pvt. Ltd,2-5 yrs,https://www.naukri.com/job-listings-Senior-Business-Analyst-assistant-Manager-SAS-Analytics-Huquo-Consulting-Pvt-Ltd-Delhi-NCR-2-to-5-years-210619900196?src=jobsearchDesk&sid=15614536234655&xp=44&px=13,Delhi NCR,"SAS, Statistics, Analytics, Data Analytics",Senior Business Analyst/assistant Manager - SAS Analytics
636,Huquo Consulting Pvt. Ltd,3-7 yrs,https://www.naukri.com/job-listings-Senior-Business-Analyst-assistant-Manager-SAS-Model-Validation-Huquo-Consulting-Pvt-Ltd-Delhi-NCR-Gurgaon-3-to-7-years-210619900156?src=jobsearchDesk&sid=15614536234655&xp=45&px=13,"Delhi NCR, Gurgaon","SAS, Analytics, Consulting - BFSI, Statistics, Data Mining...",Senior Business Analyst/assistant Manager - SAS Model Validation
637,Huquo Consulting Pvt. Ltd,3-7 yrs,https://www.naukri.com/job-listings-Senior-Business-Analyst-assistant-Manager-SAS-DI-Huquo-Consulting-Pvt-Ltd-Gurgaon-3-to-7-years-200619900889?src=jobsearchDesk&sid=15614536234655&xp=46&px=13,Gurgaon,"SAS, SQL, ETL, Data Integration, Business Analyst, SAS DI, Data Management,...",Senior Business Analyst/assistant Manager - SAS DI
638,Pushpanjali Consumer Products Private Limited,2-3 yrs,https://www.naukri.com/job-listings-Data-Entry-Operator-Pushpanjali-Consumer-Products-Private-Limited-Mumbai-Suburbs-2-to-3-years-200619002575?src=jobsearchDesk&sid=15614536234655&xp=47&px=13,Mumbai Suburbs,"Data Entry Operation, data processing operation, data management operation",Data Entry Operator
639,Huquo Consulting Pvt. Ltd,2-3 yrs,https://www.naukri.com/job-listings-Business-Analyst-SAS-Model-Validation-Banking-Domain-Huquo-Consulting-Pvt-Ltd-Delhi-NCR-Gurgaon-2-to-3-years-190619901634?src=jobsearchDesk&sid=15614536234655&xp=48&px=13,"Delhi NCR, Gurgaon","SAS, Analytics, Statistics, Consulting - BFSI, Predictive Analytics...",Business Analyst - SAS Model Validation - Banking Domain
640,Medsphere India Private Limited,3-7 yrs,https://www.naukri.com/job-listings-Pharmaceutical-Analyst-Medsphere-India-Private-Limited-Mumbai-3-to-7-years-190619004086?src=jobsearchDesk&sid=15614536234655&xp=49&px=13,Mumbai,"Primary Research, Data Mining, Clinical Trials, Secondary Research...",Pharmaceutical Analyst
641,Elixir Web Solutions,2-7 yrs,https://www.naukri.com/job-listings-Business-Analyst-Senior-Business-Analyst-Assistant-Manager-Manager-Elixir-Web-Solutions-Delhi-NCR-2-to-7-years-180619901551?src=jobsearchDesk&sid=15614536234655&xp=50&px=13,Delhi NCR,"SAS, Analytics, Statistics, Consulting - BFSI, Data Analytics...",Business Analyst/ Senior Business Analyst/ Assistant Manager/ Manager
642,International Bank for Reconstruction and Development (IBRD)- The World Bank,5-8 yrs,https://www.naukri.com/job-listings-Procurement-Analyst-market-Research-International-Bank-for-Reconstruction-and-Development-IBRD-The-World-Bank-Chennai-5-to-8-years-180619901176?src=jobsearchDesk&sid=15614536242705&xp=1&px=14,Chennai,"Market Research, Market Intelligence, Data Analytics, Category Management...",Procurement Analyst (market Research)
643,Decision Point,1-2 yrs,https://www.naukri.com/job-listings-Business-Analyst-Analytics-Iit-nit-Decision-Point-Gurgaon-1-to-2-years-130918900959?src=jobsearchDesk&sid=15614536242705&xp=2&px=14,Gurgaon,"Sales, Business Analysis, Data Analytics, Marketing, FMCG...",Business Analyst - Analytics - Iit/nit
644,Siro Clinpharm Pvt. Ltd.,2-5 yrs,https://www.naukri.com/job-listings-Senior-CDM-Analyst-Siro-Clinpharm-Pvt-Ltd-Mumbai-2-to-5-years-100519007430?src=jobsearchDesk&sid=15614536242705&xp=3&px=14,Mumbai,"medidata rave, CDM Analyst, Clinical Data Management, RAVE, Medidata",Senior CDM Analyst
645,Beyond Infinity Consultancy,3-5 yrs,https://www.naukri.com/job-listings-Investment-Banking-Analyst-Required-in-Hongkong-Beyond-Infinity-Consultancy-Hong-Kong-3-to-5-years-100319000826?src=jobsearchDesk&sid=15614536242705&xp=4&px=14,Hong Kong,"Equity Derivatives, Reference Data, Investment Banking, Reconciliation...",Investment Banking Analyst Required in Hongkong
646,SOLUNUS TECHNOLOGIES PRIVATE LIMITED,0-5 yrs,https://www.naukri.com/job-listings-Market-Research-Analyst-Solunus-Technologies-Pvt-Ltd-Hyderabad-SOLUNUS-TECHNOLOGIES-PRIVATE-LIMITED-Hyderabad-0-to-5-years-090119007089?src=jobsearchDesk&sid=15614536242705&xp=5&px=14,Hyderabad,"Market Research, Research Analysis, Data Mining, Data","Market Research Analyst - Solunus Technologies Pvt Ltd, Hyderabad"
647,Zscaler Softech India Private Limited,2-5 yrs,https://www.naukri.com/job-listings-SFDC-Business-Analyst-Night-Shift-Only-Salesforce-Reporting-Zscaler-Softech-India-Private-Limited-Chandigarh-2-to-5-years-080219006013?src=jobsearchDesk&sid=15614536242705&xp=6&px=14,Chandigarh,"Salesforce, SFDC, Salesforce.com, Business Analysis, Analytics...","SFDC Business Analyst ( Night Shift Only, Salesforce, Reporting )"
648,Baxter India Pvt. Ltd.,2-5 yrs,https://www.naukri.com/job-listings-Senior-Learning-Curation-Analyst-Baxter-India-Pvt-Ltd-Gurgaon-2-to-5-years-070519002158?src=jobsearchDesk&sid=15614536242705&xp=7&px=14,Gurgaon,"organization skills, need analysis, knowledge management...",Senior Learning Curation Analyst
649,"Quotient, Inc.",1-3 yrs,https://www.naukri.com/job-listings-Data-Analyst-1-Quotient-Inc-Bengaluru-1-to-3-years-210619501588?src=jobsearchDesk&sid=15614536242705&xp=8&px=14,Bengaluru,"Perl, Python, SAS, Data mining, Data management, Computer science...",Data Analyst - 1
650,eTeam Inc.,3-7 yrs,https://www.naukri.com/job-listings-Urgent-Openings-for-Data-Analyst-with-Product-Based-3-Yrs-bangalore-eTeam-Inc-Bengaluru-3-to-7-years-300818008341?src=jobsearchDesk&sid=15614536242705&xp=9&px=14,Bengaluru,"SSIS, SSAS, T - SQL, SQL, Data Analysis, Verbal Communication...","Urgent Openings for Data Analyst with Product Based (3+ Yrs),bangalore"
651,Kelly Services India Pvt. Ltd.,1-6 yrs,https://www.naukri.com/job-listings-Data-Analyst-Kelly-Services-India-Pvt-Ltd-Bengaluru-Whitefield-1-to-6-years-300519003953?src=jobsearchDesk&sid=15614536242705&xp=10&px=14,Bengaluru(Whitefield),"Data Analysis, SQL, Business Intelligence, bi, data warehousing...",Data Analyst-
652,Transgnx HR solutions,0-3 yrs,https://www.naukri.com/job-listings-Openings-for-Data-Analyst-Role-non-Voice-in-a-top-Company-in-Gurgaon-Transgnx-HR-solutions-Gurgaon-0-to-3-years-290519001004?src=jobsearchDesk&sid=15614536242705&xp=11&px=14,Gurgaon,"non voice process, interpersonal skills, data analysis...",Openings for Data Analyst Role(non Voice) in a top Company in Gurgaon
653,Transgnx HR solutions,0-3 yrs,https://www.naukri.com/job-listings-Openings-for-Data-Analyst-Role-in-a-top-Company-in-Gurgaon-Transgnx-HR-solutions-Gurgaon-0-to-3-years-280519007492?src=jobsearchDesk&sid=15614536242705&xp=12&px=14,Gurgaon,"non voice process, interpersonal skills, data analysis...",Openings for Data Analyst Role in a top Company in Gurgaon
654,Kelly Services India Pvt. Ltd.,1-3 yrs,https://www.naukri.com/job-listings-Data-Analyst-sr-Data-Analyst-Gurgaon-Kelly-Services-India-Pvt-Ltd-Delhi-NCR-Delhi-Gurgaon-1-to-3-years-280519004703?src=jobsearchDesk&sid=15614536242705&xp=13&px=14,"Delhi NCR, Delhi, Gurgaon","advanced excel, macros, vba, sql, ms access, data analysis, reporting...",Data Analyst/sr. Data Analyst / Gurgaon
655,Kelly Services India Pvt. Ltd.,1-3 yrs,https://www.naukri.com/job-listings-Data-Analyst-sr-Data-Analyst-mnc-gurgaon-Kelly-Services-India-Pvt-Ltd-Delhi-NCR-Delhi-Gurgaon-1-to-3-years-280519004588?src=jobsearchDesk&sid=15614536242705&xp=14&px=14,"Delhi NCR, Delhi, Gurgaon","advanced excel, macros, vba, sql, ms access, data analysis, reporting...",Data Analyst/sr. Data Analyst (mnc-gurgaon)
656,Kelly Services India Pvt. Ltd.,1-3 yrs,https://www.naukri.com/job-listings-Data-Analyst-mnc-gurgaon-Kelly-Services-India-Pvt-Ltd-Delhi-NCR-Delhi-Gurgaon-1-to-3-years-280519001937?src=jobsearchDesk&sid=15614536242705&xp=15&px=14,"Delhi NCR, Delhi, Gurgaon","advanced excel, macros, vba, sql, ms access, data analysis, reporting...",Data Analyst (mnc-gurgaon)
657,Ecentric Solutions Pvt. Ltd.,4-9 yrs,https://www.naukri.com/job-listings-Urgent-Openings-for-Data-Analyst-Bangalore-Location-Ecentric-Solutions-Pvt-Ltd-Bengaluru-Noida-4-to-9-years-280119001203?src=jobsearchDesk&sid=15614536242705&xp=16&px=14,"Bengaluru, Noida","data analysis, senior data analyst, lead data analyst, SQL Expertise, SSIS,...",Urgent Openings for Data Analyst Bangalore Location
658,BCT Consulting Private Limited,3-5 yrs,https://www.naukri.com/job-listings-Immediate-Opening-for-Data-Analyst-chennai-BCT-Consulting-Private-Limited-Chennai-3-to-5-years-270519002522?src=jobsearchDesk&sid=15614536242705&xp=17&px=14,Chennai,"Data Analyst, R Programming",Immediate Opening for Data Analyst -chennai
659,Ecentric Solutions Pvt. Ltd.,3-6 yrs,https://www.naukri.com/job-listings-Hiring-for-Data-Analyst-Reporting-Analyst-Ecentric-Solutions-Pvt-Ltd-Bengaluru-3-to-6-years-220818006641?src=jobsearchDesk&sid=15614536242705&xp=18&px=14,Bengaluru,"Gas, Oil, Excel, Powerpoint, Word, Written Communication, Data Analysis, MS...",Hiring for Data Analyst & Reporting Analyst
660,Access Automation Private Limited,3-5 yrs,https://www.naukri.com/job-listings-Opening-for-Data-Analyst-bangalore-Access-Automation-Private-Limited-Bengaluru-3-to-5-years-190718007500?src=jobsearchDesk&sid=15614536242705&xp=19&px=14,Bengaluru,"Excel, Data Analysis, Report Preparation, Process Improvement...","Job Opening for Data Analyst,bangalore"
661,RMS CONSULTANCY SERVICES,2-7 yrs,https://www.naukri.com/job-listings-E-commerce-Data-Analyst-Suraaj-Linens-RMS-CONSULTANCY-SERVICES-Mumbai-2-to-7-years-140519008691?src=jobsearchDesk&sid=15614536242705&xp=20&px=14,Mumbai,"data analysis, mis reporting",E-commerce - Data Analyst @ Suraaj Linens
662,Lucent Biotech Ltd.,1-6 yrs,https://www.naukri.com/job-listings-Data-Entry-Operator-Lucent-Biotech-Ltd-Lucknow-1-to-6-years-110619004519?src=jobsearchDesk&sid=15614536242705&xp=21&px=14,Lucknow,"Data Entry Operation, MS Office, Mail, Software Services, Excel, Word, data...",Data Entry Operator
663,Ecentric Solutions Pvt. Ltd.,4-9 yrs,https://www.naukri.com/job-listings-Urgent-Openings-for-Data-Analyst-Hyderabad-Location-Ecentric-Solutions-Pvt-Ltd-Hyderabad-4-to-9-years-090119004128?src=jobsearchDesk&sid=15614536242705&xp=22&px=14,Hyderabad,"Excel, SQL, SPSS, Statistics, SAS, MS Office, Data Analysis, QA Tools...",Urgent Openings for Data Analyst Hyderabad Location
664,RANDSTAD INDIA PVT LTD,1-3 yrs,https://www.naukri.com/job-listings-Office-Executive-Data-Analyst-Requirement-for-Kolkata-Location-RANDSTAD-INDIA-PVT-LTD-Kolkata-1-to-3-years-080619004422?src=jobsearchDesk&sid=15614536242705&xp=23&px=14,Kolkata,Data Analysis,Office Executive / Data Analyst Requirement for Kolkata Location
665,Careernet Technologies Pvt Ltd,0-2 yrs,https://www.naukri.com/job-listings-SQL-Development-associate-Data-Analyst-Hyderabad-Careernet-Technologies-Pvt-Ltd-Hyderabad-0-to-2-years-080619003779?src=jobsearchDesk&sid=15614536242705&xp=24&px=14,Hyderabad,"SQL Development, Data Analysis, SQL Queries, SQL Coding, SQL Developer, SQL...",SQL Development (associate Data Analyst) - Hyderabad
666,Kelly Services India Pvt. Ltd.,2-5 yrs,https://www.naukri.com/job-listings-Data-Analyst-pmo-Contractual-role-with-MNC-Marathali-Bangalore-Kelly-Services-India-Pvt-Ltd-Bengaluru-Marathahalli-2-to-5-years-060619006210?src=jobsearchDesk&sid=15614536242705&xp=25&px=14,Bengaluru(Marathahalli),"advanced excel, vba, data analysis, data collection, project review...","Data Analyst (pmo) - Contractual role with MNC - Marathali, Bangalore"
