,Company,Experience,Link,Location,Skills,Title
1419,BA Continuum India Pvt. Ltd.,6-11 yrs,https://www.naukri.com/job-listings-Analyst-I-Apps-Prog-BA-Continuum-India-Pvt-Ltd-Chennai-6-to-11-years-170619501911?src=jobsearchDesk&sid=15614536438951&xp=41&px=29,Chennai,"HTML, CRM, Automation, Production support, Application development...",Analyst I  -  Apps Prog
1420,Microland Limited,3-8 yrs,https://www.naukri.com/job-listings-Analyst-Ops-Excellence-Microland-Limited-Bengaluru-3-to-8-years-170419500790?src=jobsearchDesk&sid=15614536438951&xp=42&px=29,Bengaluru,"Automation, Analytical, Six sigma, Data analysis, Black Belt...",Analyst - Ops Excellence
1421,Medline Industries India Private Limited,1-3 yrs,https://www.naukri.com/job-listings-Business-Analyst-SPT-Medline-Industries-India-Private-Limited-Pune-1-to-3-years-150219502891?src=jobsearchDesk&sid=15614536438951&xp=43&px=29,Pune,"Data analysis, SAP, Data management, Analytical, Surgical, Excel, Vendor...",Business Analyst SPT
1422,"salesforce.com, inc.",5-7 yrs,https://www.naukri.com/job-listings-Tier-II-Support-Agent-Analyst-salesforce-com-inc-Hyderabad-5-to-7-years-130619500024?src=jobsearchDesk&sid=15614536438951&xp=44&px=29,Hyderabad,"Recruitment, Front office, Data analysis, Forecasting, Business analysis...",Tier II Support Agent / Analyst
1423,Rimini Street,2-7 yrs,https://www.naukri.com/job-listings-Marketing-Operations-Data-Analyst-Rimini-Street-Hyderabad-2-to-7-years-120619501332?src=jobsearchDesk&sid=15614536438951&xp=45&px=29,Hyderabad,"Data Analyst, SQL, Oracle, SAP, microsoft, HTTP, Salesforce...",Marketing Operations Data Analyst
1424,phamax Analytic Resources Pvt. Ltd,3-8 yrs,https://www.naukri.com/job-listings-Senior-Business-Analyst-Analytics-Services-phamax-Analytic-Resources-Pvt-Ltd-Bengaluru-3-to-8-years-120619501271?src=jobsearchDesk&sid=15614536438951&xp=46&px=29,Bengaluru,"Consulting, Secondary research, Project management, Data analysis...",Senior Business Analyst - Analytics Services
1425,Momentive Performance Materials Inc.,3-7 yrs,https://www.naukri.com/job-listings-HRIS-Analyst-Momentive-Performance-Materials-Inc-Bengaluru-3-to-7-years-120419501444?src=jobsearchDesk&sid=15614536438951&xp=47&px=29,Bengaluru,"Outbound, Troubleshooting, Data analysis, Manager Quality Control, Payroll,...",HRIS Analyst
1426,Greenlight Planet,5-10 yrs,https://www.naukri.com/job-listings-Business-Analyst-Greenlight-Planet-Mumbai-5-to-10-years-120318500306?src=jobsearchDesk&sid=15614536438951&xp=48&px=29,Mumbai,"Data analysis, Analytics, Business intelligence, SAS, Business analysis...",Business Analyst
1427,Standard Chartered Bank Ltd,3-6 yrs,https://www.naukri.com/job-listings-Paxata-Analyst-Developer-Standard-Chartered-Bank-Ltd-Bengaluru-3-to-6-years-120219500475?src=jobsearchDesk&sid=15614536438951&xp=49&px=29,Bengaluru,"Analytics, MIS, Data analysis, Risk management, SQL, Monitoring, Analytical...",Paxata Analyst / Developer
1428,S&P Global Inc.,2-6 yrs,https://www.naukri.com/job-listings-ANALYST-RISK-SOLUTIONS-S-P-Global-Inc-Hyderabad-2-to-6-years-110619501195?src=jobsearchDesk&sid=15614536438951&xp=50&px=29,Hyderabad,"Analytics, Consulting, Market research, Project management, SAS...",ANALYST- RISK- SOLUTIONS
1429,IDP EDUCATION INDIA PVT LTD,1-5 yrs,https://www.naukri.com/job-listings-Global-Operational-Support-Analyst-IDP-EDUCATION-INDIA-PVT-LTD-Chennai-1-to-5-years-110619500807?src=jobsearchDesk&sid=15614536448041&xp=1&px=30,Chennai,"Auditing, Data analysis, Process improvement, Operations, data integrity...",Global Operational Support Analyst
1430,Benaka Business Consultancy,4-6 yrs,https://www.naukri.com/job-listings-Operations-Analyst-Benaka-Business-Consultancy-Bengaluru-4-to-6-years-110116501772?src=jobsearchDesk&sid=15614536448041&xp=2&px=30,Bengaluru,"data analysis, modeling, analytics, data mining, operations research...",Operations Analyst
1431,JPMorgan Chase,5-10 yrs,https://www.naukri.com/job-listings-Business-Analyst-Lead-Dashboarding-Analytics-group-JPMorgan-Chase-Bengaluru-5-to-10-years-100619500314?src=jobsearchDesk&sid=15614536448041&xp=3&px=30,Bengaluru,"Analytics, Data analysis, SQL, Manager Quality Assurance, Data processing...",Business Analyst Lead - Dashboarding & Analytics group
1432,TechSci Research,5-10 yrs,https://www.naukri.com/job-listings-Research-Analyst-Operation-TechSci-Research-Noida-5-to-10-years-100419500514?src=jobsearchDesk&sid=15614536448041&xp=4&px=30,Noida,"Consulting, Market research, Secondary research, Primary research...",Research Analyst Operation
1433,Citicorp Services India Pvt Ltd,4-6 yrs,https://www.naukri.com/job-listings-DCM-Project-Analyst-Citicorp-Services-India-Pvt-Ltd-Bengaluru-4-to-6-years-080519501233?src=jobsearchDesk&sid=15614536448041&xp=5&px=30,Bengaluru,"Interpersonal skills, Financial services, Analytical, Data analysis...",DCM Project Analyst
1434,Livspace.com,4-9 yrs,https://www.naukri.com/job-listings-Business-Analyst-Livspace-com-Bengaluru-4-to-9-years-070519501325?src=jobsearchDesk&sid=15614536448041&xp=6&px=30,Bengaluru,"SQL, CRM, Statistical modeling, advanced analytics, Interpersonal skills...",Business Analyst
1435,Enphase Energy,2-5 yrs,https://www.naukri.com/job-listings-Business-Analyst-Enphase-Energy-Bengaluru-2-to-5-years-060818502110?src=jobsearchDesk&sid=15614536448041&xp=7&px=30,Bengaluru,"Automotive, SQL, Data analysis, Data management, Process improvement, Solar...",Business Analyst
1436,BENAKA BUSINESS CONSULTANCY,4-6 yrs,https://www.naukri.com/job-listings-Operations-Analyst-BENAKA-BUSINESS-CONSULTANCY-Other-City-s-in-Karnataka-4-to-6-years-051218500805?src=jobsearchDesk&sid=15614536448041&xp=8&px=30,Other City(s) in Karnataka,"Data analysis, MS Office, Data mining, Business analytics...",Operations Analyst
1437,nVent,2-5 yrs,https://www.naukri.com/job-listings-Pricing-Analyst-nVent-solan-2-to-5-years-050319500173?src=jobsearchDesk&sid=15614536448041&xp=9&px=30,solan,"Analytical, Marketing strategy, Information technology...",Pricing Analyst
1438,Novartis Healthcare Pvt. Ltd.,4-7 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Database-Operation-Novartis-Healthcare-Pvt-Ltd-Hyderabad-4-to-7-years-011018501422?src=jobsearchDesk&sid=15614536448041&xp=10&px=30,Hyderabad,"Senior Analyst, Database, Nursing, Clinical trials, Pharmacy, CRO...",Senior Analyst - Database Operation
1439,Standard Chartered Bank Ltd,7-9 yrs,https://www.naukri.com/job-listings-Lead-Business-Analyst-Standard-Chartered-Bank-Ltd-Chennai-7-to-9-years-220419501275?src=jobsearchDesk&sid=15614536448041&xp=11&px=30,Chennai,"Unix, Linux, PLSQL, SDLC, Agile, Scrum, Data analysis, Data management...",Lead Business Analyst
1440,Standard Chartered Bank Ltd,2-6 yrs,https://www.naukri.com/job-listings-Business-Analyst-Standard-Chartered-Bank-Ltd-Chennai-2-to-6-years-220419501170?src=jobsearchDesk&sid=15614536448041&xp=12&px=30,Chennai,"Unix, Linux, PLSQL, SDLC, Agile, Scrum, Data analysis, Data management...",Business Analyst
1441,Smiths Detection Veecon Systems,3-5 yrs,https://www.naukri.com/job-listings-Supply-Chain-Business-Analyst-Smiths-Detection-Veecon-Systems-Bengaluru-3-to-5-years-170619501647?src=jobsearchDesk&sid=15614536448041&xp=13&px=30,Bengaluru,"Business Analyst, SAP, ERP, SMS, Data analysis, EDI, System integration...",Supply Chain Business Analyst - 
1442,Wells Fargo India Solutions Pvt. Ltd.,6-10 yrs,https://www.naukri.com/job-listings-Database-Analyst-4-Wells-Fargo-India-Solutions-Pvt-Ltd-Bengaluru-6-to-10-years-170619501621?src=jobsearchDesk&sid=15614536448041&xp=14&px=30,Bengaluru,"Database Analyst, Networking, Solaris, SAN, Performance tuning...",Database Analyst 4
1443,CSG International,3-5 yrs,https://www.naukri.com/job-listings-Billing-System-Analyst-II-CSG-International-Bengaluru-3-to-5-years-170619501572?src=jobsearchDesk&sid=15614536448041&xp=15&px=30,Bengaluru,"Billing, Scheduling, System Analyst, Analyst II, Billing Analyst...",Billing System Analyst II
1444,Screen-Magic,10-12 yrs,https://www.naukri.com/job-listings-Sales-Quality-Analyst-Screen-Magic-Pune-10-to-12-years-170619500824?src=jobsearchDesk&sid=15614536448041&xp=16&px=30,Pune,"CRM, Financial services, ERP, Product management, Sales operations...",Sales Quality Analyst
1445,CSG International,5-8 yrs,https://www.naukri.com/job-listings-Billing-System-Analyst-Senior-CSG-International-Bengaluru-5-to-8-years-170619500352?src=jobsearchDesk&sid=15614536448041&xp=17&px=30,Bengaluru,"Billing, Scheduling, System Analyst, Billing Analyst, Telecom billing, Time...",Billing System Analyst Senior
1446,JPMorgan Chase,6-10 yrs,https://www.naukri.com/job-listings-Technical-Business-Analyst-JPMorgan-Chase-Bengaluru-6-to-10-years-140619500501?src=jobsearchDesk&sid=15614536448041&xp=18&px=30,Bengaluru,"Software Engineering Manager, Software Associate, Data modeling, Agile...",Technical Business Analyst
1447,Franklin Templeton International,2-5 yrs,https://www.naukri.com/job-listings-FTI-System-Analyst-Franklin-Templeton-International-Hyderabad-2-to-5-years-140619500174?src=jobsearchDesk&sid=15614536448041&xp=19&px=30,Hyderabad,"Technical support, Application development, Agile, HTTP, Test cases...",FTI System Analyst
1448,CSG International,1-3 yrs,https://www.naukri.com/job-listings-Billing-System-Analyst-I-CSG-International-Bengaluru-1-to-3-years-140619500093?src=jobsearchDesk&sid=15614536448041&xp=20&px=30,Bengaluru,"Billing, Scheduling, System Analyst, Billing Analyst, Time management...",Billing System Analyst I
1449,Franklin Templeton International,1-3 yrs,https://www.naukri.com/job-listings-Business-Analyst-GPaCS-Franklin-Templeton-International-Hyderabad-1-to-3-years-140619500085?src=jobsearchDesk&sid=15614536448041&xp=21&px=30,Hyderabad,"Mutual funds, Automation, MS Office, Data analysis, Administration...",Business Analyst - GPaCS
1450,Franklin Templeton International,2-5 yrs,https://www.naukri.com/job-listings-TA-Analyst-Franklin-Templeton-International-Hyderabad-2-to-5-years-140619500073?src=jobsearchDesk&sid=15614536448041&xp=22&px=30,Hyderabad,"Business process analysis, Customer service, Data analysis...",TA Analyst
1451,Medline Industries India Private Limited,8-12 yrs,https://www.naukri.com/job-listings-SCM-Systems-Analyst-Medline-Industries-India-Private-Limited-Pune-8-to-12-years-120619501122?src=jobsearchDesk&sid=15614536448041&xp=23&px=30,Pune,"Data analysis, SQL, Supply chain, Oracle, ERP, SCM, IT operations...",SCM Systems Analyst
1452,Markit India Services Private Limited,3-7 yrs,https://www.naukri.com/job-listings-Sr-Research-Analyst-II-Markit-India-Services-Private-Limited-Noida-3-to-7-years-110619500941?src=jobsearchDesk&sid=15614536448041&xp=24&px=30,Noida,"Research Analyst, Analyst II, Data analysis, SQL, MS Office...",Sr Research Analyst II
1453,IHS India,3-7 yrs,https://www.naukri.com/job-listings-Sr-Research-Analyst-II-IHS-India-Noida-3-to-7-years-110619500809?src=jobsearchDesk&sid=15614536448041&xp=25&px=30,Noida,"Data analysis, SQL, MS Office, Business analysis, Workflow, Fixed income...",Sr Research Analyst II
1454,Medline Industries India Private Limited,4-6 yrs,https://www.naukri.com/job-listings-SAP-APO-System-Analyst-Medline-Industries-India-Private-Limited-Pune-4-to-6-years-100619500801?src=jobsearchDesk&sid=15614536448041&xp=26&px=30,Pune,"Data analysis, SQL, Supply chain, Oracle, ERP, SCM, IT operations...",SAP APO System Analyst
1455,JPMorgan Chase,13-18 yrs,https://www.naukri.com/job-listings-Technical-Business-Analyst-JPMorgan-Chase-Bengaluru-13-to-18-years-100619500395?src=jobsearchDesk&sid=15614536448041&xp=27&px=30,Bengaluru,"SQL, VB, UML, Business objects, SDLC, Functional testing, Test cases...",Technical Business Analyst
1456,TechSci Research,1-6 yrs,https://www.naukri.com/job-listings-Senior-Research-Analyst-Operation-TechSci-Research-Noida-1-to-6-years-100419500509?src=jobsearchDesk&sid=15614536448041&xp=28&px=30,Noida,"Consulting, Market research, Secondary research, Primary research...",Senior Research Analyst Operation
1457,Momentive Performance Materials Inc.,3-8 yrs,https://www.naukri.com/job-listings-HRIS-Associate-Analyst-Momentive-Performance-Materials-Inc-Bengaluru-3-to-8-years-091018500888?src=jobsearchDesk&sid=15614536448041&xp=29&px=30,Bengaluru,"Outbound, Troubleshooting, Data analysis, Manager Quality Control...",HRIS Associate Analyst
1458,Medline Industries India Private Limited,2-3 yrs,https://www.naukri.com/job-listings-Business-Analyst-SPT-Marketing-Medline-Industries-India-Private-Limited-Pune-2-to-3-years-060319502236?src=jobsearchDesk&sid=15614536448041&xp=30&px=30,Pune,"Analytical, Data management, Surgical, Data analysis, Coding, SAP...",Business Analyst SPT (Marketing)
1459,EMERSON INNOVATION CENTER - PUNE,3-7 yrs,https://www.naukri.com/job-listings-Business-Analyst-RAS-Group-EMERSON-INNOVATION-CENTER-PUNE-Mumbai-Pune-3-to-7-years-050418500579?src=jobsearchDesk&sid=15614536448041&xp=31&px=30,"Mumbai, Pune","Sharepoint, Oracle, Data analysis, Data management, Computer science, Ideas...",Business Analyst RAS Group
1460,Splash M,3-8 yrs,https://www.naukri.com/job-listings-Product-Analyst-Splash-M-Gurgaon-3-to-8-years-031218502214?src=jobsearchDesk&sid=15614536448041&xp=32&px=30,Gurgaon,"Market research, Data analysis, SQL, Business analytics, Computer science...",Product Analyst
1461,SCIO Health Analytics,2-5 yrs,https://www.naukri.com/job-listings-Healthcare-Data-Analyst-SCIO-Health-Analytics-Chennai-2-to-5-years-291118503281?src=jobsearchDesk&sid=15614536448041&xp=33&px=30,Chennai,"Healthcare, SQL, Data management, Macros, Automation, Data quality...",Healthcare Data Analyst
1462,SCIO Health Analytics,3-6 yrs,https://www.naukri.com/job-listings-Healthcare-Data-Analyst-SCIO-Health-Analytics-Chennai-3-to-6-years-291118503280?src=jobsearchDesk&sid=15614536448041&xp=34&px=30,Chennai,"Automation, SAS, SQL, Healthcare, Data management, Macros, Data quality...",Healthcare Data Analyst
1463,SCIO Health Analytics,2-4 yrs,https://www.naukri.com/job-listings-Healthcare-Data-Analyst-SCIO-Health-Analytics-Chennai-2-to-4-years-270318504065?src=jobsearchDesk&sid=15614536448041&xp=35&px=30,Chennai,"SQL, Automation, Healthcare, Macros, Data management, Data quality...",Healthcare Data Analyst
1464,SCIO Health Analytics,2-7 yrs,https://www.naukri.com/job-listings-Junior-Healthcare-Data-Analyst-SCIO-Health-Analytics-Chennai-2-to-7-years-130217500841?src=jobsearchDesk&sid=15614536448041&xp=36&px=30,Chennai,"SAS, SQL, Healthcare, Data management, Macros, Data quality...",Junior Healthcare Data Analyst
1465,SCIO Health Analytics,3-6 yrs,https://www.naukri.com/job-listings-Healthcare-Data-Analyst-SCIO-Health-Analytics-Chennai-3-to-6-years-100517500416?src=jobsearchDesk&sid=15614536448041&xp=37&px=30,Chennai,"Healthcare, Automation, Data management, SQL, Macros, Microsoft Excel, Data...",Healthcare Data Analyst
1466,SCIO Health Analytics,3-5 yrs,https://www.naukri.com/job-listings-Healthcare-Data-Analyst-SCIO-Health-Analytics-Chennai-3-to-5-years-031218502143?src=jobsearchDesk&sid=15614536448041&xp=38&px=30,Chennai,"Healthcare, SQL, SAS, Data management, Macros, Automation, Data quality...",Healthcare Data Analyst
1467,Neer Info solution,3-5 yrs,https://www.naukri.com/job-listings-Data-Modelling-BA-Neer-Info-solution-Chennai-3-to-5-years-130319502305?src=jobsearchDesk&sid=15614536448041&xp=39&px=30,Chennai,"Business Analyst, SQL, Operations, Data modeling, Analytical skills...",Data Modelling BA
1468,HuQuo Consulting Pvt. Ltd.,6-10 yrs,https://www.naukri.com/job-listings-Data-Analyst-HuQuo-Consulting-Pvt-Ltd-Bengaluru-6-to-10-years-240519600122?src=jobsearchDesk&sid=15614536448041&xp=40&px=30,Bengaluru,"Data Profiling, Data Modeling, SQL, Data Analysis, Data Mapping, Excel...",Data Analyst
1469,AERONUBE TECHNOLOGY PRIVATE LIMITED,7-10 yrs,https://www.naukri.com/job-listings-Business-Analyst-Data-Governance-IT-Client-of-Aeronube-Hyderabad-AERONUBE-TECHNOLOGY-PRIVATE-LIMITED-Hyderabad-7-to-10-years-210519600119?src=jobsearchDesk&sid=15614536448041&xp=41&px=30,Hyderabad,"Business Analyst, content analyst, Data Governance, Content Audit, Standard",Business Analyst Data Governance | IT Client of Aeronube | Hyderabad
1470,T & A Solutions,2-7 yrs,https://www.naukri.com/job-listings-Data-Analyst-Datasets-T-A-Solutions-Mohali-2-to-7-years-160317501091?src=jobsearchDesk&sid=15614536448041&xp=42&px=30,Mohali,"Data Analyst, IT Manager, SAS, SQL, SPSS, Data mining, Process improvement,...","Data Analyst, Datasets"
1471,Hewlett Packard Enterprise,15-20 yrs,https://www.naukri.com/job-listings-Data-Analyst-Product-Data-Operations-Hewlett-Packard-Enterprise-Bengaluru-15-to-20-years-130619500472?src=jobsearchDesk&sid=15614536448041&xp=43&px=30,Bengaluru,"SAP, Supply chain, Data mining, Business process, Operations research...",Data Analyst Product Data Operations
1472,CLARITY CONSULTING,2-6 yrs,https://www.naukri.com/job-listings-Spend-Analyst-Spend-Classification-Data-Cleansing-CLARITY-CONSULTING-Pune-2-to-6-years-100519600598?src=jobsearchDesk&sid=15614536448041&xp=44&px=30,Pune,"Data Cleansing, Spend Analysis, Reporting Services, Shared Services...",Spend Analyst (Spend Classification & Data Cleansing)
1473,Shell Info Technologies Private Limited,4-6 yrs,https://www.naukri.com/job-listings-Data-Visualization-Analyst-Shell-Info-Technologies-Private-Limited-Gurgaon-4-to-6-years-020519600080?src=jobsearchDesk&sid=15614536448041&xp=46&px=30,Gurgaon,"Javascript, JQuery, Html5, Bootstrap, SVG, D3.Js, Canvas, Web Designing...",Data Visualization Analyst
1474,DBOI Global Services Pvt. Ltd.,1-4 yrs,https://www.naukri.com/job-listings-Clearing-and-Settlement-Operator-Analyst-DBOI-Global-Services-Pvt-Ltd-Bengaluru-1-to-4-years-240619504298?src=jobsearchDesk&sid=15614536448041&xp=47&px=30,Bengaluru,"Economics, Commerce, Customer service, Loans, Investment banking...",Clearing and Settlement Operator - Analyst
1475,Cypress Semiconductor Technology India Pvt. Ltd,3-8 yrs,https://www.naukri.com/job-listings-Operations-Analyst-1-Cypress-Semiconductor-Technology-India-Pvt-Ltd-Bengaluru-3-to-8-years-240619504176?src=jobsearchDesk&sid=15614536448041&xp=48&px=30,Bengaluru,"Recruitment, Supply chain, Scheduling, Data management, ERP, Analytical...",Operations Analyst 1
1476,Abbott Healthcare Pvt. Ltd,2-3 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Office-of-Ethics-and-Compliance-Monitoring-Abbott-Healthcare-Pvt-Ltd-Mumbai-2-to-3-years-240619500783?src=jobsearchDesk&sid=15614536448041&xp=49&px=30,Mumbai,"Pharma, Stakeholder management, compliance monitoring, Analyst...",Senior Analyst - Office of Ethics and Compliance Monitoring
1477,Wells Fargo India Solutions Pvt. Ltd.,3-5 yrs,https://www.naukri.com/job-listings-Senior-QA-Analyst-Wells-Fargo-India-Solutions-Pvt-Ltd-Hyderabad-3-to-5-years-240619500616?src=jobsearchDesk&sid=15614536448041&xp=50&px=30,Hyderabad,"QTP, SAN, Agile, Coding, Selenium, Scrum, Functional testing, Test cases...",Senior QA Analyst
1478,JPMorgan Chase,3-5 yrs,https://www.naukri.com/job-listings-Fixed-Income-Research-Investment-Grade-Senior-Analyst-JPMorgan-Chase-Mumbai-3-to-5-years-240619500483?src=jobsearchDesk&sid=15614536451758&xp=1&px=31,Mumbai,"Fixed income, Asset management, Credit analysis, Investment management...",Fixed Income Research - Investment Grade - Senior Analyst
1479,Global Talent Pool,2-5 yrs,https://www.naukri.com/job-listings-Quantum-Analyst-Global-Talent-Pool-Bengaluru-2-to-5-years-311218501204?src=jobsearchDesk&sid=15614536451758&xp=2&px=31,Bengaluru,"Python, Bioinformatics, Programming, big data, Statistics, Senior Analyst...",Quantum Analyst
1480,Citicorp Services India Pvt Ltd,5-8 yrs,https://www.naukri.com/job-listings-Architecture-Governance-Analyst-Citicorp-Services-India-Pvt-Ltd-Chennai-5-to-8-years-310519502871?src=jobsearchDesk&sid=15614536451758&xp=3&px=31,Chennai,"Strategic planning, Recruitment, Manager Quality Control...",Architecture Governance Analyst
1481,Citicorp Services India Pvt Ltd,5-8 yrs,https://www.naukri.com/job-listings-Architecture-Governance-Analyst-Citicorp-Services-India-Pvt-Ltd-Chennai-5-to-8-years-310519502555?src=jobsearchDesk&sid=15614536451758&xp=4&px=31,Chennai,"Recruitment, Data analysis, Manager Quality Control, Process improvement...",Architecture Governance Analyst
1482,Griptonite Games India Pvt Ltd,1-3 yrs,https://www.naukri.com/job-listings-Business-Intelligence-Analyst-Griptonite-Games-India-Pvt-Ltd-Hyderabad-1-to-3-years-310519500779?src=jobsearchDesk&sid=15614536451758&xp=5&px=31,Hyderabad,"Product management, Analytical, Customer acquisition, Data analysis, Gaming...",Business Intelligence Analyst
1483,JPMorgan Chase,1-5 yrs,https://www.naukri.com/job-listings-Business-Analyst-I-DART-JPMorgan-Chase-Mumbai-1-to-5-years-300519500390?src=jobsearchDesk&sid=15614536451758&xp=6&px=31,Mumbai,"Data analysis, SQL, Manager Quality Control, Business intelligence, IVR...",Business Analyst I DART
1484,JPMorgan Chase,6-10 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Metrics-Reporting-Compliance-Programs-Support-JPMorgan-Chase-Bengaluru-6-to-10-years-300519500342?src=jobsearchDesk&sid=15614536451758&xp=7&px=31,Bengaluru,"Analyst, Auditing, Financial services, Analytics, Asset management...","Senior Analyst, Metrics & Reporting - Compliance Programs Support"
1485,Idea Device Technology,2-5 yrs,https://www.naukri.com/job-listings-Business-Analyst-Reporting-Automation-Idea-Device-Technology-Bengaluru-2-to-5-years-290519502410?src=jobsearchDesk&sid=15614536451758&xp=8&px=31,Bengaluru,"SQL, Siebel, Technical support, Automation, Application development...",Business Analyst Reporting & Automation
1486,Nutanix India Technologies Private Limited,2-5 yrs,https://www.naukri.com/job-listings-Business-Analyst-Reporting-Automation-Nutanix-India-Technologies-Private-Limited-Bengaluru-2-to-5-years-290519502187?src=jobsearchDesk&sid=15614536451758&xp=9&px=31,Bengaluru,"Technical support, Backend, Data analysis, SQL, Auditing, Claims...",Business Analyst Reporting & Automation
1487,DBOI Global Services Pvt. Ltd.,1-5 yrs,https://www.naukri.com/job-listings-Risk-Capital-Models-Validation-Model-Validation-Analyst-DBOI-Global-Services-Pvt-Ltd-Mumbai-1-to-5-years-290519500449?src=jobsearchDesk&sid=15614536451758&xp=10&px=31,Mumbai,"Risk management, MS Office, Data analysis, Operational risk, Market risk...",Risk & Capital Models Validation-Model Validation Analyst
1488,ResellerClub Directi,3-5 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Business-Intelligence-ResellerClub-Directi-Mumbai-3-to-5-years-290519500065?src=jobsearchDesk&sid=15614536451758&xp=11&px=31,Mumbai,"Analytics, Data analysis, SQL, Business intelligence, Analytical...",Senior Analyst - Business Intelligence
1489,ResellerClub Directi,1-3 yrs,https://www.naukri.com/job-listings-Analyst-Business-Intelligence-ResellerClub-Directi-Mumbai-1-to-3-years-290519500033?src=jobsearchDesk&sid=15614536451758&xp=12&px=31,Mumbai,"Analytics, Data analysis, SQL, Business intelligence, Analytical...",Analyst - Business Intelligence
1490,Indegene Private Limited,1-3 yrs,https://www.naukri.com/job-listings-Analyst-Research-Analytics-Insights-HEOR-Indegene-Private-Limited-Bengaluru-1-to-3-years-231017500039?src=jobsearchDesk&sid=15614536451758&xp=13&px=31,Bengaluru,"Pharma, Healthcare, Life sciences, Data analysis, Analytics, Public health,...",Analyst Research Analytics & Insights (HEOR)
1491,Corporate Stalwarts,1-3 yrs,https://www.naukri.com/job-listings-MIS-Executive-Data-Analyst-Corporate-Stalwarts-Gurgaon-1-to-3-years-150619600026?src=jobsearchDesk&sid=15614536451758&xp=14&px=31,Gurgaon,"Data Analysis, MIS, Advance Excel, VLOOKUP, HLOOKUP",MIS Executive/ Data Analyst
1492,Best IT Quest,2-5 yrs,https://www.naukri.com/job-listings-Associate-Analyst-Analyst-Analytics-Best-IT-Quest-Bengaluru-2-to-5-years-130717500171?src=jobsearchDesk&sid=15614536451758&xp=15&px=31,Bengaluru,"Business intelligence, Predictive modeling, PLSQL, Data analytics...",Associate Analyst / Analyst - Analytics
1493,TERRA TECHNOLOGY,0-1 yrs,https://www.naukri.com/job-listings-Channel-Operations-Analyst-TERRA-TECHNOLOGY-karnataka-0-to-1-years-100818501376?src=jobsearchDesk&sid=15614536451758&xp=16&px=31,karnataka,"CRM, Data analysis, XML, Coding, Javascript, Customer interaction, Usage...",Channel Operations Analyst
1494,Jardine Lloyd Thompson India Pvt Ltd.,1-2 yrs,https://www.naukri.com/job-listings-Analyst-Aerospace-Jardine-Lloyd-Thompson-India-Pvt-Ltd-Mumbai-1-to-2-years-091018500727?src=jobsearchDesk&sid=15614536451758&xp=17&px=31,Mumbai,"Analytics, Business research, Secondary research, Data analysis...",Analyst - Aerospace
1495,Varite,1-5 yrs,https://www.naukri.com/job-listings-Business-Systems-Analyst-II-Varite-Bengaluru-1-to-5-years-090519501593?src=jobsearchDesk&sid=15614536451758&xp=18&px=31,Bengaluru,"CRM, Python, Machine learning, data visualization, Predictive analytics...",Business Systems Analyst II
1496,JPMorgan Chase,2-5 yrs,https://www.naukri.com/job-listings-Analyst-CIB-Compliance-Business-Management-JPMorgan-Chase-Hyderabad-2-to-5-years-060619502772?src=jobsearchDesk&sid=15614536451758&xp=19&px=31,Hyderabad,"Data analysis, Investment banking, Financial services, Asset management...",Analyst - CIB Compliance Business Management
1497,Citrix,2-5 yrs,https://www.naukri.com/job-listings-Principal-Product-Strategy-Analyst-Citrix-Bengaluru-2-to-5-years-060619502369?src=jobsearchDesk&sid=15614536451758&xp=20&px=31,Bengaluru,"Networking, Agile, Virtualization, Data analysis, Macros...",Principal Product Strategy Analyst
1498,SourceHOV (A Lason India Company),5-10 yrs,https://www.naukri.com/job-listings-Business-Analyst-SourceHOV-A-Lason-India-Company-Chennai-5-to-10-years-060619500748?src=jobsearchDesk&sid=15614536451758&xp=21&px=31,Chennai,"Healthcare, Data analysis, SQL, MS Office, HTML, XML, Business analysis...",Business Analyst
1499,OnePlus,1-5 yrs,https://www.naukri.com/job-listings-Business-Intelligence-Analyst-OnePlus-Bengaluru-1-to-5-years-030619501211?src=jobsearchDesk&sid=15614536451758&xp=22&px=31,Bengaluru,"Market research, Recruitment, Data analysis, Business intelligence...",Business Intelligence Analyst
1500,JPMorgan Chase,1-5 yrs,https://www.naukri.com/job-listings-Business-Analyst-Home-Lending-JPMorgan-Chase-Bengaluru-1-to-5-years-030619500964?src=jobsearchDesk&sid=15614536451758&xp=23&px=31,Bengaluru,"MIS, Investment banking, Data analysis, Asset management...",Business Analyst - Home Lending
1501,Medline Industries India Private Limited,2-3 yrs,https://www.naukri.com/job-listings-Network-Analyst-I-Medline-Industries-India-Private-Limited-Pune-2-to-3-years-310519501486?src=jobsearchDesk&sid=15614536451758&xp=24&px=31,Pune,"Networking, Data analysis, Antivirus, Information security...",Network Analyst - I
1502,Medline Industries India Private Limited,4-6 yrs,https://www.naukri.com/job-listings-Business-Analyst-Medline-Industries-India-Private-Limited-Dadra-amp-Nagar-Haveli-Silvassa-Pune-4-to-6-years-310519501467?src=jobsearchDesk&sid=15614536451758&xp=25&px=31,"Dadra & Nagar Haveli / Silvassa, Pune","Technical support, Data analysis, SQL, HTML, Oracle, Javascript...",Business Analyst
